,surface_points,surface_disp_step1,surface_disp_step2,surface_disp_step3,surface_disp_step4,surface_disp_step5,surface_disp_step6,surface_disp_step7,surface_disp_step8,surface_disp_step9,surface_disp_step10
0,0.13242187500000002,173.15551490953825,305.7427106283154,415.13890971158304,505.40051492517154,579.8743841812806,641.3219638715804,692.0216896082194,733.8534725053962,768.3684066258752,796.8462832260007
1,0.13203125000000002,174.4568031131883,308.04245646732414,418.2638851650652,509.20752702594444,584.2451059895976,646.1586330572043,697.2435417528409,739.3937885627012,774.1720709718835,802.8677650698478
2,0.131640625,175.68277103469993,310.2051279026925,421.1980117157329,512.7770268557965,588.3378783405026,650.6823161242683,702.1220300608405,744.5643691154576,779.5830661205803,808.4765914071353
3,0.13125,176.8489940570314,312.266380749674,423.99916120242625,516.1898129258534,592.2562962396547,655.0187708329762,706.8041461330643,749.5323490022266,784.7875048024858,813.8766695565503
4,0.130859375,177.93913706023645,314.1892313530397,426.6076569137204,519.3628737768092,595.8941981342958,659.0393634079041,711.1397492346898,754.1272014369939,789.5956650349463,818.8602872868732
5,0.13046875,178.9684966709827,316.00881290738823,429.08066126666716,522.3761715504361,599.3542702113668,662.8689171446732,715.2749097550155,758.5151848926844,794.1928531900804,823.6306352174713
6,0.130078125,179.92113383332708,317.6888777806797,431.3595040248294,525.1479007896987,602.5316922653323,666.3802197614228,719.0609424605514,762.5272242758458,798.3907646673499,827.9813599589928
7,0.1296875,180.8120428328528,319.26398237657855,433.5005500466053,527.7570639753451,605.5280833344974,669.6969676259347,722.6427713046986,766.3284453411718,802.3736137576497,832.114622132651
8,0.129296875,181.62570525687016,320.6986709815162,435.446226041249,530.1231877972906,608.2401261932406,672.6935661103286,725.8733958260834,769.7514853987527,805.9548036044617,835.8257453831344
9,0.12890625,182.37678992873373,322.026869922948,437.2520123955415,532.3241932562053,610.7682160386645,675.4923939199927,728.8963700759756,772.9600828688766,809.3171723679587,839.3155486119128
10,0.12851562500000002,183.05022300625555,323.2139700742109,438.86152153599363,534.2810632702179,613.0106979295945,677.9696677353777,731.5666050254434,775.7888455223613,812.2761186503345,842.3813480895298
11,0.12812500000000002,183.6603252325041,324.2932153749569,440.3292638314937,536.0705172119438,615.0665884204544,680.2462599010968,734.0260634744545,778.3998719731345,815.0128225587164,845.2223113504276
12,0.127734375,184.19249057858565,325.2308966502213,441.60012437139403,537.615116066377,616.8360515991133,682.2003892708861,736.1317915433372,780.6299954756265,817.3449627960428,847.6380598146848
13,0.12734375,184.6606696258804,326.0595241923675,442.7275594560081,538.9902592827991,618.4165727014617,683.9512354527374,738.0239418849989,782.6394248937168,819.4517820504533,849.8258025484878
14,0.126953125,185.05074668098575,326.7463407564978,443.6578118224232,540.1202053204694,619.7102887864962,685.3792072539587,739.5619161963344,784.2674705596917,821.1535202549436,851.5877750938955
15,0.1265625,185.37628065191856,327.32307285768195,444.4432012746422,541.07891744244,620.8130034536554,686.6016077765721,740.883840874699,785.6722045534759,822.6272062958251,853.1189239630163
16,0.126171875,185.62366794443736,327.75796568755845,445.03141108345375,541.7924683655433,621.6289776252951,687.5012201765295,741.8516899796176,786.6956620503431,823.6959185061601,854.2244037511301
17,0.12578125,185.80605488796448,328.0819130666107,445.4735438868501,542.3332711250326,622.2521855472521,688.1932901825743,742.6013506779944,787.4935346169087,824.5341990113334,855.0965978297103
18,0.125390625,185.91037096412836,328.2642115880889,445.7188041599502,542.6293266883011,622.5891596308044,688.5631560423285,742.9975822213767,787.910825845339,824.9682373486186,855.5438802886376
19,0.125,185.94932965271724,328.3348747413929,445.81699857748947,542.7513862063004,622.7318998657203,688.7238284095923,743.1738230168589,788.10060672256,825.1698197498409,855.7557747161616
20,0.124609375,185.91041366535256,328.2642978644923,445.71893114280374,542.6294899153013,622.589354273603,688.5633774250272,742.9978260407819,787.9110882522617,824.9685149610726,855.5441701715199
21,0.12421875,185.80588402790363,328.08156783523395,445.4730357666564,542.3326179858865,622.2514067275191,688.1924044096121,742.6003751841741,787.4924848131938,824.5330884343686,855.0954382236707
22,0.12382812500000001,185.62379598250712,327.758224384137,445.03179183671824,541.7929577954413,621.6295612542119,687.5018839839701,741.8524210626305,786.6964488672904,823.6967509162964,854.2252729536696
23,0.1234375,185.37593919595622,327.3223829284384,444.44218581926197,541.0776121730295,620.8114470170772,686.5998375986306,740.8818913935402,785.6701065672454,822.624986856924,853.1166065416737
24,0.123046875,185.05095985916677,326.74677147541894,443.6584457603629,540.1210202001852,619.7112605033896,685.3803124645312,739.5631334177565,784.2687805756642,821.15490618159,851.589222278309
25,0.12265625000000001,184.66015810098517,326.05849062966047,442.72603823192406,538.9883038965698,618.4142410488415,683.9485836002689,738.0210214235088,782.6362819610522,819.4484571730678,849.8223308864799
26,0.12226562500000002,184.19278856717818,325.2314987254914,441.6010105139206,537.6162551361873,616.8374099019097,682.2019341762708,736.1334930218286,780.631826665982,817.3469000973607,847.6400827445901
27,0.12187500000000001,183.6596444253811,324.29183976888334,440.32723917935454,536.0679147178282,615.063485139951,680.2427304552288,734.0221765273495,778.3956889313475,815.0083973603843,845.2176907914029
28,0.121484375,183.05060534460878,323.2147425753018,438.86265851364595,534.2825247698785,613.0124407193654,677.9716499484175,731.5687881320507,775.7911950578784,812.2786043333198,842.3839436397976
29,0.12109375,182.37594088842692,322.02515439316414,437.24948743509424,532.3209476643344,610.7643459120889,675.487992319273,728.8915226327745,772.9548661638696,809.3116536678792,839.3097862762759
30,0.120703125,181.6261713552611,320.6996127167277,435.4476120999078,530.1249694718992,608.2422507810318,672.6959825726576,725.8760571925237,769.7543496544566,805.9578338342036,835.8289095494929
31,0.1203125,180.8110268690769,319.2619295689787,433.4975286717968,527.7531802907497,605.5234523298021,669.6917006577835,722.636970840303,766.3222030172979,802.3670100659502,832.1077269063508
32,0.11992187500000001,179.92168297305983,317.68998729760966,431.3611370265834,525.1499998909492,602.5341953737703,666.383066745386,719.0640779814069,762.5305988334223,798.3943347696332,827.985087860781
33,0.11953125,178.96731534978133,316.00642598606515,429.07714813432966,522.3716557589082,599.3488854661098,662.8627929268412,715.2681652095022,758.5079265711652,794.1851746851133,823.6226177283914
34,0.119140625,177.93976839507286,314.1905069413596,426.6095343408808,519.3652870680988,595.8970759036397,659.0426365234119,711.1433540749331,754.1310810928807,789.5997695048014,818.8645731759674
35,0.11875000000000001,176.84764920071615,312.26366339605494,423.9951617304899,516.1846719912492,592.2501660574644,655.0117988092717,706.7964679067836,749.5240858757276,784.7787633249808,813.8675421683281
36,0.11835937500000002,175.68348359000967,310.2065675931465,421.2001306698475,512.7797506113403,588.3411263278929,650.6860103181873,702.1260986553611,744.5687478804895,779.5876986220313,808.4814286677773
37,0.11796875000000001,174.4552967931461,308.03941286703207,418.25940551419154,509.2017688673384,584.2382398135487,646.1508239677057,697.2349416740013,739.3845333607568,774.1622799886082,802.8575418441087
38,0.117578125,173.15630758532686,305.74431219834713,415.1412669213762,505.4035449399424,579.8779973723812,641.3260734408062,692.026215676085,733.8583436200463,768.3735600079831,796.851664391491
39,0.1171875,171.79394696080612,303.3401878866231,411.87872360506327,501.43371351676046,575.3254605428627,636.2935313819211,686.5983296903098,728.1049034799706,762.3520945224253,790.6095933768052
40,0.116796875,170.36213710303724,300.81062123094716,408.44228542363294,497.2480436276803,570.5207385676748,630.9772582345512,680.8592784235664,722.0163829775212,755.9746450504514,783.9932125995282
41,0.11640625,168.8677033119012,298.1732343185271,404.8629545512667,492.8924837167504,565.525571103777,625.4551202812165,674.90303283892,715.7025886034855,749.3664173747443,777.1425822135064
42,0.11601562500000001,167.30528055142125,295.4131020846467,401.11351552026855,488.3258218660963,560.2837781281853,619.6555218218709,668.6425055051029,709.0611253973187,742.4100719770058,769.9259000919391
43,0.115625,165.68107790269383,292.54651923170906,397.22291616156485,483.59124942622884,554.8536822173501,613.6523027119472,662.1670844220481,702.1967122041885,735.2252715208973,762.4772735118024
44,0.115234375,163.99045138207106,289.5600773433072,393.1662576439773,478.65063707526355,549.1829007058178,607.378321500665,655.3947343000738,695.0125469486964,727.7007563772831,754.6714176461801
45,0.11484375000000001,162.23898427849832,286.46871861279317,388.9703888210701,473.54435247387505,543.3262491622093,600.9032777627234,648.4101223483798,687.6080993638686,719.9504615821018,746.6362801140164
46,0.11445312500000002,160.42276082078834,283.26057194592795,384.612765889104,468.23740768728067,537.2352230471173,594.16458782192,641.1363919092546,679.8923095190283,711.8693789473562,738.2532865660152
47,0.11406250000000001,158.54672989703593,279.949203987785,380.11809732602916,462.76728444319906,530.9610464007101,587.2277035016382,633.6533588516571,671.9592446611987,703.565540203005,729.6440276784863
48,0.113671875,156.60770998809818,276.5242992736481,375.46622912047064,457.10219014766517,524.4591676056585,580.0346954058613,625.8894636638208,663.7237274191981,694.9403505244759,720.696822420327
49,0.11328125,154.6100079490166,272.9980279791732,370.67969127291946,451.27666279750554,517.77714018555,572.6466666798752,617.9195477990021,655.2742775036966,686.0957717529353,711.5267170352963
50,0.112890625,152.55118141641643,269.36164617155595,365.74075063595075,445.26215415608533,510.87443413437427,565.0104315240318,609.6774592237043,646.5317314326693,676.9397744452992,702.0290960062555
51,0.1125,150.43488857292058,265.62590879405786,360.6697239963979,439.0902052383996,503.79485913978885,557.1826501941165,601.2329495809955,637.5789248953868,667.5680933423669,692.3122837578453
52,0.11210937500000001,148.2594299779066,261.7836569300493,355.4513264163577,432.7355561872849,496.50196930466495,549.1149624990594,592.5253763211231,628.3428303673876,657.89540628951,682.2788916008247
53,0.11171875,146.02780950020437,257.8442137058278,350.1036301403474,426.22670239995676,489.0357629270944,540.8594984366322,583.6192937222912,618.900471787059,648.0110733081439,672.0303551092136
54,0.111328125,143.7390732422377,253.80201625926304,344.6138220079787,419.5417113472593,481.3639344153802,532.3727979918298,574.4596622244502,609.1850701901675,637.836611092166,661.4766625874383
55,0.11093750000000001,141.3955661274002,249.66494152428214,338.9977018555988,412.70598887107946,473.52260900390206,523.7023805240982,565.1057392033198,599.2677189993068,627.4548671573746,650.7122043530549
56,0.11054687500000002,138.99708127168967,245.42903127025605,333.24494805659026,405.70096358778466,465.4836712183004,514.8097532056157,555.5081729544085,589.0879907775715,616.7943180604829,639.6544844943467
57,0.11015625000000001,136.54530103765387,241.10070409357246,327.3690636775873,398.5489126107615,457.2793175276571,505.7377514870929,545.7208325814466,578.7109388119945,605.9311710679947,628.3907025306055
58,0.109765625,134.04076587389997,236.67761249846916,321.3622345410268,391.2346543377281,448.8856659270864,496.45290908116607,535.7001303323832,568.0825803678605,594.8009728835448,616.8460055368283
59,0.109375,131.48449298791317,232.16470684655422,315.2356461227726,383.7773028035069,440.33093447532997,486.99331148018666,525.4944639762102,557.2618282886647,583.4731730177151,605.1002677781412
60,0.108984375,128.8777693285757,227.56125399829793,308.9840037454846,376.1650895988441,431.5955114644328,477.3305705432945,515.0660769261898,546.2012277832799,571.8904877074824,593.0863947382946
61,0.10859375,126.22094537883807,222.87072844571827,302.6161580447731,368.41393620477726,422.703593029441,467.4979630759419,504.45782098698857,534.9534604083811,560.1155016172718,580.8768122636551
62,0.10820312500000001,123.51605260207904,218.09401253357615,296.1293420043197,360.5155055472298,413.6398679947242,457.47222285133563,493.63782894984257,523.4776724827171,548.0981888390097,568.4122876956052
63,0.1078125,120.76277421780259,213.23309952944953,289.53005777588294,352.48250200784327,404.42447326769536,447.2817666828371,482.6433405863402,511.82023305094503,535.894172696153,555.757686792764
64,0.107421875,117.96388307241791,208.29048590342555,282.818070272784,344.310032705401,395.04642181665037,436.9084861357292,471.4484272060321,499.9469525387164,523.4607622756737,542.8617300905148
65,0.10703125000000001,115.1183956095165,203.26668062359815,275.99752313497186,336.0075653303569,385.5217602687945,426.37589421139444,460.08465912293286,487.8978159772969,510.8465337890955,529.7816232374653
66,0.10664062500000002,112.22982178258927,198.1657904352906,269.0707135669374,327.57365873766435,375.843842676234,415.6710681876267,448.532086143498,475.64535061542404,498.0161971429918,516.4741190304178
67,0.10625000000000001,109.29651277648168,192.9868392233281,262.03942030897974,319.01452932973314,366.0246006451008,404.8125810005481,436.8165604472545,463.22309581930466,485.0112065384165,502.98867480355267
68,0.105859375,106.3227102394509,187.7355376755937,254.90846931413725,310.332189919226,356.06173955819355,393.79271556560707,424.92414109849915,450.6103380208895,471.8037271154076,489.2901422982099
